candidate_phrase,normalized_phrase,query,occurrence_count,source_count,evidence_id,source_id,source_title,author,page_number,heading,matched_raw_terms,matched_registered_terms,proximity_reason,first_seen_at,status
to irrational animals,to irrational animals,Animal soul,1,1,AQUINAS_SUMMA_EVID_01636_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1636,Article. 2 - Whether command belongs to irrational animals?,animal; soul,soul,animal~soul in body (21),2026-09-04T17:19:48.899911+00:00,pending
towards the soul,towards the soul,Animal soul,1,1,AQUINAS_SUMMA_EVID_06650_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,6650,Article. 3 - Whether the ashes from which the human body will be restored have any natural inclination towards the soul which will be united to them?,animal; soul,soul,animal~soul in body (41),2026-09-04T17:19:48.899911+00:00,pending
union of soul,union of soul,Animal soul,1,1,AQUINAS_SUMMA_EVID_04750_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,4750,Article. 5 - Whether in Christ there is any union of soul and body?,animal; soul,soul,animal~soul in body (4),2026-09-04T17:19:48.899911+00:00,pending
union of soul and,union of soul and,Animal soul,1,1,AQUINAS_SUMMA_EVID_04750_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,4750,Article. 5 - Whether in Christ there is any union of soul and body?,animal; soul,soul,animal~soul in body (4),2026-09-04T17:19:48.899911+00:00,pending
union of soul and body,union of soul and body,Animal soul,1,1,AQUINAS_SUMMA_EVID_04750_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,4750,Article. 5 - Whether in Christ there is any union of soul and body?,animal; soul,soul,animal~soul in body (4),2026-09-04T17:19:48.899911+00:00,pending
water animals,water animals,Animal soul,1,1,NPNF2_08_EVID_00351_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,351,The creation of fowl and water animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
844 justification by faith,844 justification by faith,faith and works,1,1,CHARLES_HADDON_SPURGEON_SERMONS14_EVID_00709_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS14,Spurgeon's Sermons Volume 14: 1868,Charles Haddon Spurgeon,709,Sermon 844. Justification by Faith—Illustrated by Abram's Righteousness,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
844 justification by faith illustrated,844 justification by faith illustrated,faith and works,1,1,CHARLES_HADDON_SPURGEON_SERMONS14_EVID_00709_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS14,Spurgeon's Sermons Volume 14: 1868,Charles Haddon Spurgeon,709,Sermon 844. Justification by Faith—Illustrated by Abram's Righteousness,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
all sorts of works,all sorts of works,faith and works,1,1,JOHN_OWEN_JUST_EVID_00273_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,273,"Chapter XIV. The exclusion of all sorts of works from an interest in justification. What is intended by “the law,” and the “works” of it, in the epistles of Paul.",faith; works,faith; works,faith~works in heading (44); works~faith in heading (44); faith~works in body (14); works~faith in body (14),2026-09-04T17:19:48.899911+00:00,pending
all sorts of works from,all sorts of works from,faith and works,1,1,JOHN_OWEN_JUST_EVID_00273_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,273,"Chapter XIV. The exclusion of all sorts of works from an interest in justification. What is intended by “the law,” and the “works” of it, in the epistles of Paul.",faith; works,faith; works,faith~works in heading (44); works~faith in heading (44); faith~works in body (14); works~faith in body (14),2026-09-04T17:19:48.899911+00:00,pending
all works,all works,faith and works,1,1,JOHN_OWEN_JUST_EVID_00308_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,308,Romans iv.,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
and not by works,and not by works,faith and works,1,1,NPNF1_05_EVID_01406_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1406,Why the Apostle Said that We are Justified by Faith and Not by Works.,faith; works,faith; works,faith~works in heading (12); works~faith in heading (12); faith~works in body (6); works~faith in body (6),2026-09-04T17:19:48.899911+00:00,pending
and the works of it,and the works of it,faith and works,1,1,JOHN_OWEN_JUST_EVID_00273_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,273,"Chapter XIV. The exclusion of all sorts of works from an interest in justification. What is intended by “the law,” and the “works” of it, in the epistles of Paul.",faith; works,faith; works,faith~works in heading (44); works~faith in heading (44); faith~works in body (14); works~faith in body (14),2026-09-04T17:19:48.899911+00:00,pending
between works,between works,faith and works,1,1,JOHN_OWEN_JUST_EVID_00037_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,37,Opposition between works and grace,faith; works,faith; works,faith~works in heading (20); works~faith in heading (20); faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
between works and,between works and,faith and works,1,1,JOHN_OWEN_JUST_EVID_00037_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,37,Opposition between works and grace,faith; works,faith; works,faith~works in heading (20); works~faith in heading (20); faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
between works and grace,between works and grace,faith and works,1,1,JOHN_OWEN_JUST_EVID_00037_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,37,Opposition between works and grace,faith; works,faith; works,faith~works in heading (20); works~faith in heading (20); faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
by faith and,by faith and,faith and works,1,1,NPNF1_05_EVID_01406_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1406,Why the Apostle Said that We are Justified by Faith and Not by Works.,faith; works,faith; works,faith~works in heading (12); works~faith in heading (12); faith~works in body (6); works~faith in body (6),2026-09-04T17:19:48.899911+00:00,pending
by faith and not,by faith and not,faith and works,1,1,NPNF1_05_EVID_01406_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1406,Why the Apostle Said that We are Justified by Faith and Not by Works.,faith; works,faith; works,faith~works in heading (12); works~faith in heading (12); faith~works in body (6); works~faith in body (6),2026-09-04T17:19:48.899911+00:00,pending
by faith and not by,by faith and not by,faith and works,1,1,NPNF1_05_EVID_01406_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1406,Why the Apostle Said that We are Justified by Faith and Not by Works.,faith; works,faith; works,faith~works in heading (12); works~faith in heading (12); faith~works in body (6); works~faith in body (6),2026-09-04T17:19:48.899911+00:00,pending
by faith illustrated,by faith illustrated,faith and works,1,1,CHARLES_HADDON_SPURGEON_SERMONS14_EVID_00709_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS14,Spurgeon's Sermons Volume 14: 1868,Charles Haddon Spurgeon,709,Sermon 844. Justification by Faith—Illustrated by Abram's Righteousness,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
by faith illustrated by,by faith illustrated by,faith and works,1,1,CHARLES_HADDON_SPURGEON_SERMONS14_EVID_00709_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS14,Spurgeon's Sermons Volume 14: 1868,Charles Haddon Spurgeon,709,Sermon 844. Justification by Faith—Illustrated by Abram's Righteousness,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
by faith illustrated by abram's,by faith illustrated by abram's,faith and works,1,1,CHARLES_HADDON_SPURGEON_SERMONS14_EVID_00709_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS14,Spurgeon's Sermons Volume 14: 1868,Charles Haddon Spurgeon,709,Sermon 844. Justification by Faith—Illustrated by Abram's Righteousness,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
by faith romans,by faith romans,faith and works,1,1,JOHN_OWEN_JUST_EVID_00308_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,308,Romans iv.,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
by faith romans iv,by faith romans iv,faith and works,1,1,JOHN_OWEN_JUST_EVID_00308_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,308,Romans iv.,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
by faith romans iv chapter,by faith romans iv chapter,faith and works,1,1,JOHN_OWEN_JUST_EVID_00308_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,308,Romans iv.,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
chapter vi concerning faith,chapter vi concerning faith,faith and works,1,1,JONATHAN_EDWARDS_WORKS2_EVID_01665_BODY_01,JONATHAN_EDWARDS_WORKS2,"The Works of Jonathan Edwards, Volume Two",Jonathan Edwards,1665,CHAPTER VI. Concerning Faith,faith; works,faith; works,faith~works in heading (56); works~faith in heading (56); faith~works in body (7); works~faith in body (7),2026-09-04T17:19:48.899911+00:00,pending
chapter vi concerning faith x,chapter vi concerning faith x,faith and works,1,1,JONATHAN_EDWARDS_WORKS2_EVID_01665_BODY_01,JONATHAN_EDWARDS_WORKS2,"The Works of Jonathan Edwards, Volume Two",Jonathan Edwards,1665,CHAPTER VI. Concerning Faith,faith; works,faith; works,faith~works in heading (56); works~faith in heading (56); faith~works in body (7); works~faith in body (7),2026-09-04T17:19:48.899911+00:00,pending
concerning faith x,concerning faith x,faith and works,1,1,JONATHAN_EDWARDS_WORKS2_EVID_01665_BODY_01,JONATHAN_EDWARDS_WORKS2,"The Works of Jonathan Edwards, Volume Two",Jonathan Edwards,1665,CHAPTER VI. Concerning Faith,faith; works,faith; works,faith~works in heading (56); works~faith in heading (56); faith~works in body (7); works~faith in body (7),2026-09-04T17:19:48.899911+00:00,pending
concerning faith x remarks,concerning faith x remarks,faith and works,1,1,JONATHAN_EDWARDS_WORKS2_EVID_01665_BODY_01,JONATHAN_EDWARDS_WORKS2,"The Works of Jonathan Edwards, Volume Two",Jonathan Edwards,1665,CHAPTER VI. Concerning Faith,faith; works,faith; works,faith~works in heading (56); works~faith in heading (56); faith~works in body (7); works~faith in body (7),2026-09-04T17:19:48.899911+00:00,pending
concerning faith x remarks on,concerning faith x remarks on,faith and works,1,1,JONATHAN_EDWARDS_WORKS2_EVID_01665_BODY_01,JONATHAN_EDWARDS_WORKS2,"The Works of Jonathan Edwards, Volume Two",Jonathan Edwards,1665,CHAPTER VI. Concerning Faith,faith; works,faith; works,faith~works in heading (56); works~faith in heading (56); faith~works in body (7); works~faith in body (7),2026-09-04T17:19:48.899911+00:00,pending
faith alone,faith alone,faith and works,1,1,JOHN_OWEN_JUST_EVID_00308_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,308,Romans iv.,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
faith and not,faith and not,faith and works,1,1,NPNF1_05_EVID_01406_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1406,Why the Apostle Said that We are Justified by Faith and Not by Works.,faith; works,faith; works,faith~works in heading (12); works~faith in heading (12); faith~works in body (6); works~faith in body (6),2026-09-04T17:19:48.899911+00:00,pending
faith and not by,faith and not by,faith and works,1,1,NPNF1_05_EVID_01406_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1406,Why the Apostle Said that We are Justified by Faith and Not by Works.,faith; works,faith; works,faith~works in heading (12); works~faith in heading (12); faith~works in body (6); works~faith in body (6),2026-09-04T17:19:48.899911+00:00,pending
faith illustrated,faith illustrated,faith and works,1,1,CHARLES_HADDON_SPURGEON_SERMONS14_EVID_00709_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS14,Spurgeon's Sermons Volume 14: 1868,Charles Haddon Spurgeon,709,Sermon 844. Justification by Faith—Illustrated by Abram's Righteousness,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
faith illustrated by,faith illustrated by,faith and works,1,1,CHARLES_HADDON_SPURGEON_SERMONS14_EVID_00709_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS14,Spurgeon's Sermons Volume 14: 1868,Charles Haddon Spurgeon,709,Sermon 844. Justification by Faith—Illustrated by Abram's Righteousness,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
faith opposition between works,faith opposition between works,faith and works,1,1,JOHN_OWEN_JUST_EVID_00037_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,37,Opposition between works and grace,faith; works,faith; works,faith~works in heading (20); works~faith in heading (20); faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
faith romans,faith romans,faith and works,1,1,JOHN_OWEN_JUST_EVID_00308_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,308,Romans iv.,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
faith romans iv,faith romans iv,faith and works,1,1,JOHN_OWEN_JUST_EVID_00308_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,308,Romans iv.,faith; works,faith; works,faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
faith without works,faith without works,faith and works,1,1,NPNF1_03_EVID_00590_BODY_01,NPNF1_03,NPNF1-03. On the Holy Trinity; Doctrinal Treatises; Moral Treatises,Augustine of Hippo,590,"Faith Without Works is Dead, and Cannot Save a Man.",faith; works,faith; works,faith~works in heading (9); works~faith in heading (9); faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
faith without works is,faith without works is,faith and works,1,1,NPNF1_03_EVID_00590_BODY_01,NPNF1_03,NPNF1-03. On the Holy Trinity; Doctrinal Treatises; Moral Treatises,Augustine of Hippo,590,"Faith Without Works is Dead, and Cannot Save a Man.",faith; works,faith; works,faith~works in heading (9); works~faith in heading (9); faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
faith without works is dead,faith without works is dead,faith and works,1,1,NPNF1_03_EVID_00590_BODY_01,NPNF1_03,NPNF1-03. On the Holy Trinity; Doctrinal Treatises; Moral Treatises,Augustine of Hippo,590,"Faith Without Works is Dead, and Cannot Save a Man.",faith; works,faith; works,faith~works in heading (9); works~faith in heading (9); faith~works in body (5); works~faith in body (5),2026-09-04T17:19:48.899911+00:00,pending
faith x,faith x,faith and works,1,1,JONATHAN_EDWARDS_WORKS2_EVID_01665_BODY_01,JONATHAN_EDWARDS_WORKS2,"The Works of Jonathan Edwards, Volume Two",Jonathan Edwards,1665,CHAPTER VI. Concerning Faith,faith; works,faith; works,faith~works in heading (56); works~faith in heading (56); faith~works in body (7); works~faith in body (7),2026-09-04T17:19:48.899911+00:00,pending
law and the works,law and the works,faith and works,1,1,JOHN_OWEN_JUST_EVID_00273_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,273,"Chapter XIV. The exclusion of all sorts of works from an interest in justification. What is intended by “the law,” and the “works” of it, in the epistles of Paul.",faith; works,faith; works,faith~works in heading (44); works~faith in heading (44); faith~works in body (14); works~faith in body (14),2026-09-04T17:19:48.899911+00:00,pending
law and the works of,law and the works of,faith and works,1,1,JOHN_OWEN_JUST_EVID_00273_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,273,"Chapter XIV. The exclusion of all sorts of works from an interest in justification. What is intended by “the law,” and the “works” of it, in the epistles of Paul.",faith; works,faith; works,faith~works in heading (44); works~faith in heading (44); faith~works in body (14); works~faith in body (14),2026-09-04T17:19:48.899911+00:00,pending
of works from,of works from,faith and works,1,1,JOHN_OWEN_JUST_EVID_00273_BODY_01,JOHN_OWEN_JUST,The Doctrine of Justification by Faith,John Owen,273,"Chapter XIV. The exclusion of all sorts of works from an interest in justification. What is intended by “the law,” and the “works” of it, in the epistles of Paul.",faith; works,faith; works,faith~works in heading (44); works~faith in heading (44); faith~works in body (14); works~faith in body (14),2026-09-04T17:19:48.899911+00:00,pending
